id,likeNum,commentsLen,reposts_count,region,content,created_at,type,detailUrl,emotion
5.15249E+15,1325,157,76,江苏,投稿 郑州线下粉丝们 给小时团专场歌曲蹦迪现场呐 氛围感超好哒 震撼十连啊啊啊啊啊 集合准备团战.,2025/4/6,音乐,https://weibo.com/5152490139944899/Pm1vvFJ7B,积极
5.15316E+15,1022,175,118,无,"《外交部:》美国东部时间4月7日,特朗普宣布如中方不取消34%报复性关税,将对中国加征50%额外关税。对此,中国外交部发言人林剑表示,美方滥施关税严重侵犯各国的正当权益,严重违反世界贸易组织规则,严重损害以规则为基础的多边贸易体制,严重冲击全球的经济秩序稳定,是典型的单边主义,保护主义,经济暴力,遭到国际社会普遍反对。中方对此强烈谴责,坚决反对。贸易战,关税战没有赢家,保护主义没有出路。中国人不惹事,也不怕事,施压,威胁和讹诈,不是同中方打交道的正确方式,中方必将采取必要措施,坚决维护自身正当合法权益。",2025/4/8,政务,https://weibo.com/5153164261854094/Pmj2O7MkK,积极
5.15107E+15,3973,257,894,河南,苏新皓练习室版《like jennie》 这力度太爽了,2025/4/2,舞蹈,https://weibo.com/5151071844699926/PlqBWjIFg,积极
5.15138E+15,6,277,0,浙江," 大豆种植方法 1. 土壤准备 整地:在前茬作物收获后,撒施发酵好的有机肥,用耙将肥料耙入土中,然后深翻,深度22~25厘米。深翻后进行分厢,厢宽2~3米,行距3米。 播前灌溉:对于墒情不佳的地块,可在播前1~2天灌水一次,浸湿土壤即可,以利播后种子发芽。 播前封闭除草:在东北大豆主产区,常采用机械喷施除草剂(如氟乐灵,拉索)进行大田封闭除草,以减少杂草对大豆生长的影响。 2. 选种 精选种子:选择适合当地栽培的优良品种,确保高产,耐密,抗病及抗倒伏等特性。剔除病粒,虫蛀粒,小粒,秕粒和破瓣粒,保证种子纯度和净度。 种子测定与发芽试验:在播种前,对种子进行粒重测定和发芽率试验,确保发芽率达到95%以上。 3. 种子处理 拌种:为防治蛴螬,地老虎,根蛆,根腐病等苗期病虫害,常使用辛硫,灵丹粉,多菌灵等药剂拌种。药剂拌种与铝酸铰微肥拌种同时进行时,需在铝酸铰拌种阴干后进行。 4. 播种 播种时间:根据不同地区的气候条件,选择适宜的播种时间。南方可在春季2~3月上旬播种,北方则多在4月下旬至5月初播种。 播种方法:每穴播种2~3粒种子,穴距0.33米。播种前将地块灌水一次,使土壤含水量达到22%左右。 5. 田间管理 中耕除草:在第一片复叶前进行第一次中耕,做到锄净苗眼草,不伤苗,松表土;苗高10厘米左右时进行第二次中耕,做到不漏草,不伤苗,不压苗;第二次中耕10天左右进行第三次中耕,做到深松多上土。 施肥:除基肥外,在大豆初花期,每亩可追加尿素3~5公斤;在结荚期,喷洒2%过磷酸钙澄清液每亩40~50公斤,钼酸铵0.05%浓度稀释液每亩30~40公斤。 6. 病虫害防治 病害:包括灰斑病,真菌病,细菌病,病毒病,孢囊线虫病,根结线虫病等,需及时喷药防治。 虫害:如食心虫,草地螟,豆荚螟,豆秆蝇,豆秆黑潜蝇,红蜘蛛,蚜虫等,发现后需及时喷药防治。",2025/4/3,三农,https://weibo.com/5151383690940628/PlyIV3WHq,积极
5.15244E+15,665,46,1,广东,实习生的谢谢是不被回复的《哆啦a梦害怕》,2025/4/6,,https://weibo.com/5548631420/Pm07DzEyg?pagetype=hot,消极
5.1532E+15,6100,1020,1017,无,"《转发🇨🇳今天,!》 《话筒》商务部:如果美方升级关税措施落地,中方将坚决采取反制措施维护自身权益。如果美方一意孤行,中方必将奉陪到底。 《话筒》外交部:中国人不惹事,也不怕事,施压,威胁和讹诈,不是同中方打交道的正确方式,中方必将采取必要措施,坚决维护自身正当合法权益。",2025/4/8,热门,https://weibo.com/5153196600723784/PmjSY32hW,积极
5.15322E+15,6329,401,2687,北京," 韩青的世界已经被""内鬼""彻底包围,从最亲的人到最信任的物件,全成了捅向她的刀! 谁能想到,韩青的姐姐周雪曼早就在布局?表面上关心妹妹安危,劝她""别当警察了"",实际是怕韩青查出自己背地里的勾当!茶室和五金店背靠背相连的暗门,那尊当开关用的""门神"",全是她切换两种身份的工具。当她摸着茶杯时,根本不是心疼妹妹,而是担心罪行败露!就连那句""感情本就又爱又恨"",现在看来,分明是在给自己对妹妹的利用找借口…… 韩青最敬重的师父,他比谁都清楚韩青查案的动向,却把消息泄露给敌人。其实之前他在餐厅里对着服务员大发雷霆,就可以看出端倪。连警队师父都能被操控,她还能信谁? 钟伟失踪后,搭档送她的手机居然被姐姐周雪曼装了窃听软件!韩青那些深夜里的脆弱倾诉,查案时的关键信息,全被实时监控。最信任的同事送的礼物被最亲近的姐姐变成成了捅向自己的刀,这种背叛比敌人开枪还疼。 当姐姐的对韩青的嘘寒问暖,当师父欲言又止地递来案件资料,这些看似温暖的瞬间,全是精心设计的谎言。曾经相依为命的姐妹,曾经照亮她人生的师父,现在却联手把她推进黑暗。 师父是不是为了女儿继续出卖韩青?周雪曼对妹妹是真恨还是被迫黑化?钟伟失踪的背后还藏着多少秘密?韩青要怎么做才能破开这""四面楚歌""的绝境? 这周高能剧情全在亲情刀上撒盐,韩青被内鬼包围,如何在至亲至信的重重背叛中杀出血路啊!《乌云之上》你们gkdgkd!!!",2025/4/8,热门,https://weibo.com/5153222814863716/Pmkzfkph2,消极
5.15313E+15,2962,426,331,北京, 你有一封来自 的山海来信请查收! ,2025/4/8,热门,https://weibo.com/5153128766509828/Pmi7yrjve,积极
5.15274E+15,11863,235,10038,中国香港,"沙漠导演的新电影《不说话的爱》上映了,这次男女主角是一对父女,父亲虽然是聋人,但他有个健康又可爱的女儿。故事情节并不复杂,但是演员的表演可以很快就把你带入到戏里,跟著他们笑,跟著他们哭,被他们感动。就像按下了触动心弦的开关,随著眼泪不断流出,内心也有被电影传递的温暖治愈。这是一部适合春天的电影,会在你的心里种下爱与希望的种子,推荐大家去看。",2025/4/7,热门,https://weibo.com/5152744374273333/Pm87zhVGJ,积极
5.15322E+15,8590,11507,10068,北京,每一天都能搜集到一些快乐~ 真好!  ,2025/4/8,热门,https://weibo.com/5153219122562372/PmktiaKAA,积极
5.15311E+15,9048,412,1771,四川,"毕业后为了猫将家改成宿舍模样,猫咪是陪着主人毕业的,毕业后为了让猫咪更快适应环境,便将房间改造成了宿舍的模样《抱一抱》 ",2025/4/8,榜单,https://weibo.com/5153112726965552/PmhHGte3C,积极
5.15288E+15,10952,1126,652,浙江,好久不见的关于音乐剧的旅程 谢谢温州《心》 ,2025/4/7,榜单,https://weibo.com/5152878524105165/PmbBWhdWl,积极
5.15148E+15,6391,3066,23,中国香港,看看我在港迪给你们带了什么ꪔ̤̮ ᙏ̤̫,2025/4/3,榜单,https://weibo.com/5151479905651585/PlBe6nIeB,积极
5.15129E+15,9883,1236,3717,江苏," 沙尘暴越看越心疼刘盈盈了,有一个吸姐鬼的弟弟和偏心的一家人,她想不成为扶弟魔都难! 和弟弟一样考上大学的她为了要给家里减轻负担被养父改了志愿也选择忍气吞声。 后来为了给弟弟遮掩罪行又被养父找借口叫回家被迫嫁给了自己不喜欢的王良,还生下了女儿多多。 多多生病刘盈盈只是想找刘大志来配个型他都不愿意,让养父去找他也各种替刘大志遮掩,直到亲爹刘三成被害去世他才肯回来。 而借着机会和刘大志好好谈了一番后刘盈盈也彻底看清了自己从小看着长大的弟弟有多自私。 在这个家里,所有人都认为刘盈盈就是随时都可以被牺牲的那一个,被迫成为扶弟魔的她真的不能再惨了!😥  ",2025/4/3,榜单,https://weibo.com/5151288020702330/PlweC2WHU,消极
5.15188E+15,5384,216,186,浙江,好眉,2025/4/5,榜单,https://weibo.com/5151877676140559/PlLzFpLrh,积极
5.15236E+15,4945,1321,875,辽宁,"全麦坚果面包🥯+蔬菜沙拉🥗 对于办公室减脂人来说好省事真的 建议爱吃点肉的买这个鸡肉沙拉 或者也可以买点鸡胸肉,蟹棒 这个面包里面是有坚果🌰的就不会很单调",2025/4/6,榜单,https://weibo.com/5152359094159625/PlY69hs6J,积极
5.15099E+15,5025,105,84,英国,抱歉 由于原饮料太大只能这样了《雀巢》,2025/4/2,榜单,https://weibo.com/5150985497610468/PlomFvVPu,积极
5.15143E+15,7381,362,2547,山东," 你们补药再吵了,昨天还是甜到齁的暧昧升温,今晚就变成针锋相对的冷战修罗场,姬谭音和源仲的感情,简直比跳楼机还刺激! 昨晚:醉酒后的姬谭音趴在源仲背上,迷迷煳煳地说:""我们一起修个房子吧"" 一句话撩得源仲心跳加速 源仲刀子嘴豆腐心 ""你只不过是一个待女 我随时都会把你丢掉"" 但是躲闪的眼神完全就是心虚,看似大声警告 实则早已爱上 ,承认吧 没人能对神女不心动💗 今晚:因为裴九的事情,立场不同的两人瞬间从云端跌入谷底!源仲直接戳破身份差距:""我们不一样 "" ""我非善类 我所追寻的道也与你截然不同"" 官配党又心碎了💔 这感情起伏,比过山车还勐,比跳楼机还快!上一秒还在顶峰甜蜜,下一秒就极速坠落,主打一个刺激,果然,姬谭音和源仲的相处,永远猜不到下一秒是糖还是刀…… 所以,他俩到底什么时候能稳稳落地?我们拭目以待!💔",2025/4/3,榜单,https://weibo.com/5151426209649321/PlzPuEued,积极
5.1526E+15,6702,312,191,浙江," 潘玮柏发文回应热搜《潘玮柏减重20斤等于减龄20岁》:""我真的看起来20岁吗现在?你们是不是在骗我啊哈哈!""哥,大家真的没骗你!满40减20而已啦《彩虹屁》",2025/4/7,榜单,https://weibo.com/5152600072914600/Pm4mPcedG,积极
5.15258E+15,38052,1571,1770,墨西哥,啰唆了啰唆了!《好运连连》《嘘》,2025/4/6,榜单,https://weibo.com/5152576551518761/Pm3KT6n69,积极
5.1522E+15,97396,6326,639,河南,"两位妈咪,我可以在你们中间挤挤吗《举手》  ",2025/4/5,榜单,https://weibo.com/5152204348983833/PlU4yBH6x,积极
5.15315E+15,190841,5586,2426,无,"《转发推荐!》 《繁花》《玫瑰的故事》《滤镜》《大奉打更人》《玉骨遥》《追风者》《知否知否应是绿肥红瘦》《庆余年第二季》《甄嬛传》……n刷好剧,你最推荐哪一部?",2025/4/8,榜单,https://weibo.com/5153149263022895/PmiECcGon,积极
5.15314E+15,38809,3031,2127,江西," 坐高铁,遇到可爱的高铁乘务员,上演当面辟谣《举手》《太阳》",2025/4/8,榜单,https://weibo.com/5153135136084597/PmihPpwSF,积极
5.15317E+15,11564,756,266,无,"4月7日,甲亢哥开启长沙行,一众人来到长沙地标之一文和友,文和友联合创始人翁某某为抢到甲亢哥身边的座位,疑似喊话一路跟随甲亢哥直播的卤鹅哥:""i am boss,i am boss!我也是做餐饮的,请相互尊重,你可以起来一下,我要介绍一下,不然我明天就去重庆。""其举动和言论引发争议,不少网友反映翁某某吵闹不尊重人,为了宣传""吃相难看"",文和友官方微博下有多名网友留言称,将抵制文和友,还有不少。",2025/4/8,榜单,https://weibo.com/5153172311245511/PmjfN5e0T,消极
5.15316E+15,19907,1376,669,湖南,"长沙在市中心的大屏感谢speed甲亢哥,让世界认知大美中国。",2025/4/8,榜单,https://weibo.com/5153158210259242/PmiT315rk,消极
5.15319E+15,32991,3141,6835,无,"🇨🇳 🇨🇳转发!! 🎙️施压,威胁和讹诈,不是同中方打交道的正确方式!",2025/4/8,榜单,https://weibo.com/5153192036272227/PmjLBqjGX,积极
5.15073E+15,17053,2330,1478,广东,图书馆的柜子上长满了玩偶,2025/4/1,榜单,https://weibo.com/5150725835328202/PlhBRmm6K,积极
5.15281E+15,11503,195,27,广西,"投资股市只适合利用自己的空闲资金,而且一定要量力而为,风险永远放在第一位。不要举债,不要用杠杆,理性+价值+组合式投资相结合,将风险控制在自己能承受的范围之内。这点提醒过n次了,希望大家切记!",2025/4/7,榜单,https://weibo.com/5152806274072758/Pm9Jph5vE,积极
5.15208E+15,4810,417,208,韩国,hmm hmm ,2025/4/5,明星,https://weibo.com/5152083629313443/PlQVQD4QP,积极
5.15253E+15,3295,853,1135,四川,盘点12位女明星满天星古装造型!!,2025/4/6,明星,https://weibo.com/5152526907998225/Pm2sOxyHD,积极
5.15325E+15,5776,453,2450,山东," 代大吉的人 生 新 篇 章 之《我在深 度 当 fw》(bushi)谁家好人一天天在公司使不完的牛劲儿啊?没错,就是王玉雯在《值得爱》里饰演的代大吉——感觉空有一身才华却无处施展,追 着 领 导 要 活 干。领导说:你们自己 找 活 吧。于是代大吉和伙伴们便开启了 自 我 推 销 之 路,专 业 剪 辑 没有?专 业 摄 影 也没有?没关系,只要找总能找得到!排 片 子 预 算 不够?没关系,新 晋 制 片 人 代大吉会动之以情,晓之以理跟主角阿姨大 砍 价!为了梦想要成为一个闪闪发光的人,有困难就解决困难,来一个解决一个,来两个解决一双,咱们 初 生 牛 犊 就是一个 干!",2025/4/8,明星,https://weibo.com/5153252635840713/Pmlllovr3,积极
5.15287E+15,2099,193,451,中国香港,"天呐好喜欢这个,丁程鑫拿着小锤子往前跑的背影完全是天真无邪,让人想一直守护在手心🤲🏻🤲🏻 cr.水印",2025/4/7,明星,https://weibo.com/5152872242614460/PmbrOaY8I,积极
5.15207E+15,5011,703,238,泰国,the way of water🌊 ,2025/4/5,明星,https://weibo.com/5152065969980413/PlQtmFSmp,积极
5.15136E+15,7825,1113,45,北京,马上要演出了 叮嘱大家带好伞《困》《困》《困》,2025/4/3,明星,https://weibo.com/5151364774629974/Plyepjqt0,积极
5.15216E+15,2019,240,1067,陕西,🔮 紫罗兰骑士 _ ,2025/4/5,明星,https://weibo.com/5152158777870637/PlST3x1vL,积极
5.15283E+15,3954,119,208,江苏,《陈都灵》惹兔兔的下场是😈 ,2025/4/7,明星,https://weibo.com/5152830143333004/PmalUdZ48,积极
5.138E+15,160206,37079,1000000,北京,✌️🍃❄️✌️,2025/2/25,明星,https://weibo.com/5137996802427821/PfWtaabAp,积极
5.14051E+15,807841,641431,1000000,湖北,"颗粒度已对齐✅没有套路,全是贴贴🍊",2025/3/4,明星,https://weibo.com/5140505637683811/PgZJFweUr,积极
5.14304E+15,383949,196418,10444,浙江,"只要暂停的够快,卫枝 就不会摔倒✌🏻一起来看卫枝征服雪场~",2025/3/11,明星,https://weibo.com/5143043956015144/Pi3LJpeOs,积极
5.15322E+15,33769,10491,10532,北京,"""周水简直就是天才!他是全世界最有才华的人!~我好羡慕他,他总是闪闪发光的!~我好想让他一直发光~"" 《哇》《哇》《哇》",2025/4/8,明星,https://weibo.com/5153218346617655/Pmks2rLyn,积极
5.14294E+15,30711,3355,1000000,北京," 挺直背,咬紧牙,是高月香 努力绽放的姿态。 4月4日全国上映,豁出去,活下来!",2025/3/11,明星,https://weibo.com/5142944239845699/Pi1aTFjjB,积极
5.14889E+15,225711,148774,86872,北京,"四个多月的拍摄,横店在我的记忆里好像只剩下""夏天""这一个季节。所以对郁锦的感受也约等于夏天,他爱恨情仇都直白,锋芒毕露,时常热烈,偶有狡黠。也多谢他,让我知道我自己原来还有很多潜能可以发掘,那些全力潜水,脱缰骑射的时刻,都是跟他一起体会到的新鲜畅快。 没想到跟郁锦这么快就又见面,这么快又要说再见,希望大家都能被郁锦的快乐感染到。我也相信,每一次再见,都是为了下一次更好的重逢。来日方长,前路终能""遇""锦。下次见👋🏽",2025/3/27,明星,https://weibo.com/5148885128317999/PkvIYyTTh,积极
5.14816E+15,56277,30878,31498,北京,"滴,戚经理打卡上班。。。",2025/3/25,明星,https://weibo.com/5148164877978535/PkcZhxtA3,积极
5.15132E+15,1928534,133635,126568,北京,"大兴,👍🏽!! 值得被更多人看见!",2025/4/3,明星,https://weibo.com/5151323536755000/Plx9TslhC,积极
5.14811E+15,82985,11223,10547,陕西,"""幸福就是做一个记性很差的人 但看你那么幸福我也就知足了"" ",2025/3/25,明星,https://weibo.com/5148109952779297/PkbyHbF1n,积极
5.15315E+15,1101,248,45,山东,"我一表哥47岁了一直单身,前两天亲戚给他介绍了个对象,女方38,丈夫癌症去世,留下一儿一女。两人见面时,相谈甚欢,特别满意。 亲戚问表哥:""你对女方满意吗?人家可是比你小9岁,人家啥也不图,就是图你人老实。"" 表哥憨憨的笑着,说:""满意,满意!"" 亲戚继续说:""女方还有几点要求。 1,她的两个孩子一个7岁,一个3岁,都比较小,所以希望能把他们亲生的抚养,婚后不再生育。 2,可以不办婚礼,但是彩礼要8.8万。 3,你80平的房子不够四口人住,女方想让你卖掉,她再添点钱,换一个大的,写你们两个人的名字。"" 表哥听了,立马站起来走了。 他说:""她的要求,没有一条是为我着想的,而我8.8万娶个老婆,房子分她一半,婚后还要赚钱养她的两个孩子,以后老了,万一孩子不孝顺,我岂不是竹篮打水,一场空?那我还不如继续单身,自己留着钱逍遥快活,何必当牛做马!"" 有人说,都47了,还挑三拣四。但我觉得表哥很清醒。大家觉得表哥这样做对吗?",2025/4/8,情感,https://weibo.com/5153151926405841/PmiIUqSs1,积极
5.14739E+15,6548,877,217,重庆,以防你不知道怎么切杨桃,2025/3/23,美食,https://weibo.com/5147394728268649/PjSX6yH3j,消极
5.14783E+15,5748,1084,2228,浙江, 广东人有自己的吃小龙虾方式,2025/3/24,美食,https://weibo.com/5147833091491290/Pk4m96fX4,积极
5.15312E+15,95,154,1,四川,"特朗普会不会被赶下台啊?这玩意儿操作着实有点看不懂,关税大战,搞得人多人游行,1200多场游行,50多万人参加感觉他还要继续征收关税,加到50%,这样下去消费者才惨了,羊毛出在消费者身上啊",2025/4/8,国际,https://weibo.com/5153123926019108/PmhZKpfQo,积极
5.14306E+15,36355,1123,3300,福建,""" 朱雀桥边野草花,乌衣巷口夕阳斜 ... """,2025/3/11,摄影,https://weibo.com/5143063387965786/Pi4h4xqgq,积极
5.15273E+15,3347,735,23,北京,"x8u 4.10,x200u 4.21两个时间点都猜对了,旗舰线先关注这俩吧。其它新机有荣耀power,iqoo z10 turbo系列,红米turbo新机,一加13t,真我gt7等等《淡淡的》",2025/4/7,数码,https://weibo.com/5152730470943198/Pm7L93XmS,中性
5.15274E+15,802,166,25,浙江,竟然还凑了个3095.63这样一个完美的数字《允悲》。,2025/4/7,数码,https://weibo.com/5152741467358531/Pm82SuShZ,消极
5.15091E+15,1004,105,31,无,会唱歌的人在一起吃火锅是种什么场面? 现场写歌被 一秒识破《笑cry》期待新的合作舞台~,2025/4/2,综艺,https://weibo.com/5150914403893354/Plmw0gkQ2,积极
5.1531E+15,810,198,24,广东," 《心》 喜欢贴脖子的小情侣 从没见过哪家男女主拥抱这么亲密!头,脖子,身体手都要紧紧黏在一起!",2025/4/8,综艺,https://weibo.com/5153097199128715/PmhiDCiNl,积极
5.1528E+15,2604,281,183,无," 是耳畔私语的温柔,是并肩奔跑的默契,在每个对视里,藏着未说出口的眷恋。没关系,再次相遇时,风会替我告诉你。 策划/葛海晨 编辑/timmy 视频导演/ 陈飞宇妆发/大涌on time 庄达菲化妆/ 雨蒙(shihuistudio ) 庄达菲发型/方可frank 形象/fred 制片/lily 美术/gracki 新媒体/王路 制片助理/kaya 视频助理/gg 造型助理/丁溪,小鱼,erniu",2025/4/7,时尚,https://weibo.com/5152797830414772/Pm9vN1JTS,积极
5.15112E+15,1054,100,405,广东,"2025粤港澳大湾区花园大赛 分会场呈上场内四场春夏秀, 老佛爷百货salomon wilson fila完美演绎,感谢台前幕后的大家!",2025/4/2,时尚,https://weibo.com/5151117974178727/PlrOlhx4P,积极
5.15248E+15,7345,631,386,吉林,出道以来第一次露额头公演的liz,2025/4/6,时尚,https://weibo.com/5152479885657757/Pm1eYnJQ9,积极
5.15101E+15,4206,1120,1079,四川,从来没有这么直观感受过软装的重要❗️ 硬装刚结束 家徒四壁 被亲戚朋友嘲笑抠抠搜搜不大气🥲 软装家具都进场以后 干净舒适 客餐厅大部分软装都是以白色为主 白色沙发和可方可圆的白色伸缩餐桌 整个房间都会显得更亮堂 被人嫌弃的大竖厅成了我的dream house🏠,2025/4/2,家居,https://weibo.com/5151005570240017/PloT310rf,积极
5.15245E+15,5620,161,1807,无,身体各处的警告 ,2025/4/6,科普,https://weibo.com/5152449908965903/Pm0sCBCrl,消极
5.15077E+15,6,181,0,四川,"最近地震的新闻真的是很吓人,我们平时必须要了解一些自救方法,但也希望我们用不上。 地震时,千万别第一时间冲去开房门,剧烈晃动会把门震歪,很可能怎么都打不开,白白浪费逃生时间。 要是屋内有桌子,赶紧躲到桌子底下,双手抱住头,或是扶住桌子,降低被砸伤",2025/4/2,科普,https://weibo.com/5150772078576642/PliOrzZaW,积极
5.15252E+15,1121,279,21,北京,嘻嘻! 💦一个,2025/4/6,动漫,https://weibo.com/5152524861179198/Pm2pw4WLk,积极
5.15115E+15,4173,1013,221,泰国,在马尔代夫的日子太快乐了 每天吃海景餐厅 住在海上的水屋别墅 可以潜水可以日落巡航 从马累机场出发20分钟即可登岛 我可太爱grand park kodhipparu maldives了 · ,2025/4/3,旅游,https://weibo.com/5151150558938607/PlsETBvl5,积极
5.15283E+15,40474,6717,7985,无,"  恭喜你已成功收集 的26岁生日愿望碎片——🎂 封面大片现已解锁:■■□□□□□□ 25%,更多独家内容,等你揭晓!",2025/4/7,好物,https://weibo.com/5152830797120048/PmamXtSfu,积极
5.15066E+15,123,234,222,江苏,"转+评,抽2人送新书。 人气作者玛丽苏消亡史 30正式发售,限量1500特签。 蛮横少女 尤思嘉 x 边缘少年 杨暄 青梅竹马救赎言情,酸涩青春的少年组合! 大鱼独家:",2025/4/1,好物,https://weibo.com/5150663751240409/PlfZJ5cGB,积极
5.15161E+15,70,177,10,无,"周末总是转瞬即逝,有些人可能感觉明明什么都没干,就又要上班了。试试下面几件事,延长周末↓↓ 1,尝试新鲜事物 我们在做不熟悉的事情时,大脑会专注收集,学习全新的信息,感知到的时间也会比实际发生的更长。追求新环境,新体",2025/4/4,健康,https://weibo.com/5151614282760566/PlEIQbA9g,积极
5.15218E+15,11271,5239,5207,中国香港,"即便生命有限,那些共同走过的瞬间,早已将彼此塑造成""最好的自己""。 这一次,我用歌声与光影,记录了一段关于""最好""的定义—— 离别不是终点,而是让我们学会用尽全力去爱当下的彼此。 愿所有相遇与告别,都能成为照亮生命的星火。 《the best version of me》mv正式上线,这支mv里有我的眼泪,",2025/4/5,音乐,https://weibo.com/5152182357728148/PlTv5wqry,积极
5.15175E+15,2391,367,54,韩国,📸 -` special moment ´- with teume ଘ❤ can't wait to make more special moments in new york‼️ 🎬 ‘saruru’ p/v     ,2025/4/4,音乐,https://weibo.com/5151753458158770/PlIljyet4,积极
5.15278E+15,1003,152,27,四川,刘雨昕 第二张实体专辑《o》!! 质感好高级耶《good》《good》《打call》《打call》,2025/4/7,音乐,https://weibo.com/5152775001608917/Pm8UY6Kyh,积极
5.15221E+15,279,157,15,湖南, 新歌《无人之境》与偶像剧太适配了吧!,2025/4/5,音乐,https://weibo.com/5152205448680328/PlU6kAq9i,积极
5.15291E+15,215,106,131,无,"4月7日晚,唱作人 再度演唱代表作《悟空》,《哪咤》。在演唱结束后,戴荃分享了《哪咤》这首歌曲的创作背景。他透露,《哪咤》这首歌在2016年创作,2017年发行,在歌曲发行前曾与《哪咤》电影方有过接触,原本计划将其作为《哪咤之魔童降世》的主题曲。遗憾的是,由于电影上映时间在2019年,最终错过了这次合作机会。网友:戴荃版本的哪咤和""我命由我不由天""适配度满分!",2025/4/7,音乐,https://weibo.com/5152912625372945/PmcuWmxKp,积极
5.15111E+15,103,201,3,安徽," 🌟贪吃蛇大作战🌟 容嬷嬷蛇蛇《哈哈》《哈哈》 这个蛇蛇可以变身,速度快的时候就变成了容嬷嬷,扎扎扎《笑cry》《笑cry》 但是好像容嬷嬷也并没有很厉害,被人堵死好几次,我真的服了《汗》《汗》,好惨一个《哼》",2025/4/2,游戏,https://weibo.com/5151106426474534/PlrvIrajY,积极
5.15171E+15,124,170,34,湖北," 1367关通关秘诀就是先解除冰块,先消除左边的小蜗牛,激发出三个魔力鸟这样就成功一半,多利用三个动物消除最后就能快速通关 为了2000关冲鸭  ",2025/4/4,游戏,https://weibo.com/5151706838730535/PlH87ADd5,积极
